year,country,iso_a0,region,cases,RISc,risc_intensity,access_to_electricity_percent_of_population,forest_area_percent_of_land_area,gini_index,individuals_using_the_internet_percent_of_population,life_expectancy_at_birth_total_years,people_using_safely_managed_drinking_water_services_percent_of_population,gdp_per_capita_ppp_constant_2021_international,population_ages_0_14_percent_of_total_population,poverty_headcount_ratio_at_2_15_a_day_2017_ppp_percent_of_population,fixed_broadband_subscriptions_per_100_people,average_precipitation_in_depth_mm_per_year,international_tourism_number_of_arrivals,international_tourism_number_of_departures,multidimensional_poverty_headcount_ratio_world_bank_percent_of_population,urban_population_percent_of_total_population,population_total,land_area_sqkm,temp_anomaly,precip_anomaly,conflict_intensity,type_of_conflict,previous_risc
2002,Australia,AUS,Oceania,2073,0.683960245,high,100,17.09911094,NA,NA,79.93658537,NA,46026.64139,20.35431687,NA,1.31715,534,4841000,3461000,NA,84.222,19495210,7682300,0.238909086,-0.000254796,0,NA,-0.306159522
2003,Australia,AUS,Oceania,1821,0.45422631,expected,100,17.06958853,33.5,NA,80.23902439,NA,46906.55049,20.14747805,1,2.60754,534,4746000,3388000,NA,84.343,19720737,7682300,-0.001889706,4.10E-05,0,NA,0.683960245
2004,Australia,AUS,Oceania,411,-1.13745469,low,100,17.04006613,33.1,NA,80.4902439,NA,48368.10863,19.94761771,0.7,5.04822,534,5215000,4369000,NA,84.463,19932722,7682300,0.355772813,-0.000361825,0,NA,0.45422631
2005,Australia,AUS,Oceania,591,-0.894535757,low,100,17.01054372,NA,63,80.84146341,NA,49290.03633,19.755023,NA,9.93373,534,5499000,4756000,NA,84.582,20176844,7682300,-0.171822389,0.000127408,0,NA,-1.13745469
2006,Australia,AUS,Oceania,747,-0.800946564,low,100,16.98102131,NA,66,81.04146341,NA,49969.24319,19.58152942,NA,18.9407,534,5532000,4941000,NA,84.7,20450966,7682300,0.252040386,-0.000113264,0,NA,-0.894535757
2007,Australia,AUS,Oceania,2091,0.065748273,expected,100,16.9514989,NA,69.45,81.29268293,NA,50917.01402,19.43364901,NA,NA,534,5644000,5462000,NA,84.822,20827622,7682300,0.069841941,-0.000176737,0,NA,-0.800946564
2008,Australia,AUS,Oceania,3618,0.442708323,expected,100,16.92197649,35.4,71.67,81.39512195,NA,51696.61046,19.29866345,0.4,24.8706,534,5586000,5808000,NA,84.943,21249199,7682300,-0.109286149,5.74E-05,0,NA,0.065748273
2009,Australia,AUS,Oceania,1905,-0.362866914,expected,100,16.89245408,NA,74.25,81.54390244,NA,51600.57204,19.17161352,NA,23.9682,534,5490000,6276000,NA,85.063,21691653,7682300,0.410654386,-2.86E-05,0,NA,0.442708323
2010,Australia,AUS,Oceania,3840,0.202941245,expected,100,16.86293167,34.7,76,81.69512195,NA,51935.20178,19.05635083,0.3,24.8853,534,5790000,7103000,3.1,85.182,22031750,7682300,-1.068916957,0.000867066,0,NA,-0.362866914
2011,Australia,AUS,Oceania,4326,0.231915309,expected,100,16.95531026,NA,79.48769771,81.89512195,NA,52452.37876,18.97115467,NA,24.6978,534,5771000,7788000,NA,85.3,22340024,7682300,-0.671418349,0.000174431,0,NA,0.202941245
2012,Australia,AUS,Oceania,6810,0.642803114,high,100,17.04768884,NA,79,82.04634146,NA,53564.33041,18.93578496,NA,25.0956,534,6032000,8212000,NA,85.402,22733465,7682300,0.378659884,-0.000220155,0,NA,0.231915309
2013,Australia,AUS,Oceania,5163,0.376203187,expected,100,17.14006743,NA,83.45349717,82.14878049,NA,54022.46688,18.92562025,NA,25.7399,534,6482000,9052000,NA,85.502,23128129,7682300,0.622193257,-1.88E-05,0,NA,0.642803114
2014,Australia,AUS,Oceania,5148,0.438674196,expected,100,17.23244601,34.4,84,82.3,NA,54610.39381,18.91140828,0.5,27.7001,534,6922000,9480000,2.6,85.602,23475686,7682300,0.314424674,-0.000180589,0,NA,0.376203187
2015,Australia,AUS,Oceania,4374,0.387577681,expected,100,17.3248246,NA,84.56051491,82.4,NA,55015.29648,18.90056381,NA,28.5118,534,7449000,9810000,NA,85.701,23815995,7682300,0.743884246,-0.000128429,0,NA,0.438674196
2016,Australia,AUS,Oceania,4335,0.522900304,high,100,17.42548771,33.7,86.54,82.44878049,NA,55667.92415,18.88926634,0.5,30.3083,534,8269000,10390000,2,85.8,24190907,7692020,-0.155856053,0.000214049,0,NA,0.387577681
2017,Australia,AUS,Oceania,2787,0.244281125,expected,100,17.42291362,NA,86.54504885,82.5,NA,56028.3713,18.85047431,NA,32.0326,534,8815000,10932000,NA,85.904,24592588,7692020,0.507574399,-0.000178851,0,NA,0.522900304
2018,Australia,AUS,Oceania,3990,0.766372379,high,100,17.42131456,34.3,90,82.74878049,NA,56800.63575,18.78015455,0.5,33.5486,534,9246000,11403000,2.2,86.012,24963258,7692020,0.691699902,-0.000408474,0,NA,0.244281125
2019,Australia,AUS,Oceania,2508,0.452348621,expected,100,17.42131456,NA,93.60991916,82.9,NA,57188.29495,18.67845071,NA,34.5434,534,9466000,11624000,NA,86.124,25334826,7692020,0.620934407,-0.000331753,0,NA,0.766372379
2020,Australia,AUS,Oceania,12,-4.641807052,low,100,17.42131456,NA,96.39446689,83.2,NA,56298.19557,18.54172823,NA,35.3468,534,1828000,2832000,NA,86.241,25649248,7692020,0.061301152,0.000108197,0,NA,0.452348621
2021,Australia,AUS,Oceania,300,-1.448798715,low,100,17.42131456,NA,96.24,NA,NA,57406.17876,18.37332915,NA,35.836,534,NA,NA,NA,86.362,25685412,7692020,0.195480188,3.69E-05,0,NA,-4.641807052
2022,Australia,AUS,Oceania,2817,0.826641732,high,NA,NA,NA,NA,NA,NA,59099.84794,18.1800467,NA,36.5768,NA,NA,NA,NA,86.488,26014399,7692020,-0.664431492,0.000326828,0,NA,-1.448798715
2023,Australia,AUS,Oceania,5985,1.584371063,high,NA,NA,NA,NA,NA,NA,59456.38842,17.97966811,NA,36.4146,NA,NA,NA,NA,86.617,26652777,NA,0.594780445,8.88E-05,0,NA,0.826641732
1990,Bangladesh,BGD,Asia,0,0.008043666,expected,NA,14.75247753,NA,0,55.989,NA,2156.440104,42.89227862,NA,NA,2666,NA,NA,NA,19.811,111633717,130170,-0.423164039,0.00079841,1,3,NA
1991,Bangladesh,BGD,Asia,0,0.176704361,expected,14.29,14.75247599,27.6,0,54.154,NA,2188.796856,42.4371431,41.9,NA,2666,NA,NA,NA,20.257,113787109,130170,-0.375363816,0.000988705,1,3,0.008043666
1992,Bangladesh,BGD,Asia,0,-0.449020011,expected,9.90541935,14.75247446,NA,0,57.635,NA,2265.836564,41.92787945,NA,NA,2666,NA,NA,NA,20.61,115952192,130170,-0.327115684,-0.001136914,0,NA,0.176704361
1993,Bangladesh,BGD,Asia,0,-0.233293148,expected,12.71788025,14.75247292,NA,0,57.927,NA,2327.687244,41.40546039,NA,NA,2666,NA,NA,NA,20.966,118132360,130170,-0.535608758,0.001915416,0,NA,-0.449020011
1994,Bangladesh,BGD,Asia,0,-0.26420299,expected,17.8,14.75247138,NA,0,58.617,NA,2372.302195,40.85866914,NA,NA,2666,NA,NA,NA,21.328,120343179,130170,-0.16805759,-0.000679126,0,NA,-0.233293148
1995,Bangladesh,BGD,Asia,0,-0.478030139,expected,18.33804512,14.75246985,32.9,0,59.467,NA,2447.674636,40.28194897,33.7,NA,2666,156000,830000,NA,21.693,122600370,130170,-0.007468372,0.000321495,0,NA,-0.26420299
1996,Bangladesh,BGD,Asia,0,-1.299417636,low,21.14438629,14.75246908,NA,NA,59.492,NA,2513.914827,39.6795481,NA,NA,2666,166000,911000,NA,22.064,124862179,130170,-0.054559379,0.000247251,0,NA,-0.478030139
1997,Bangladesh,BGD,Asia,0,-1.890976409,low,22.4,14.75246754,NA,0.000751046,61.427,NA,2580.244146,39.06931423,NA,NA,2666,182000,866000,NA,22.438,127198069,130170,-0.616803318,0.000148909,0,NA,-1.299417636
1998,Bangladesh,BGD,Asia,0,-2.570758494,low,26.74619293,14.75246601,NA,0.003684813,63.917,NA,2663.38348,38.46743411,NA,NA,2666,172000,992000,NA,22.818,129622332,130170,-0.043666352,0.000670313,0,NA,-1.890976409
1999,Bangladesh,BGD,Asia,273,1.609294983,high,29.54021454,14.75246447,NA,0.036170407,66.228,NA,2734.887791,37.87576755,NA,NA,2666,173000,1103000,NA,23.202,132108065,130170,0.16129002,-0.00029704,0,NA,-2.570758494
2000,Bangladesh,BGD,Asia,5551,3.730310285,high,32,14.75246293,33.4,0.071039423,65.779,55.31870083,2825.300472,37.30871139,33.3,NA,2666,199000,1128000,NA,23.59,134544304,130170,-0.387281725,0.000411378,0,NA,1.609294983
2001,Bangladesh,BGD,Asia,2430,2.174971903,high,35.03246689,14.72789045,NA,0.129807974,66.135,55.32511609,2912.897125,36.82151461,NA,NA,2666,207000,1075000,NA,24.096,136805810,130170,-0.166431099,6.57E-05,0,NA,3.730310285
2002,Bangladesh,BGD,Asia,6132,2.543120751,high,37.7541275,14.70331797,NA,0.139920289,66.612,55.30371515,2968.873961,36.40161387,NA,NA,2666,207000,1158000,NA,24.756,138933658,130170,-0.173479387,0.000781528,0,NA,2.174971903
2003,Bangladesh,BGD,Asia,486,-0.3881213,expected,40.47424698,14.67874549,NA,0.163877665,66.824,55.27874715,3055.747207,36.00715955,NA,NA,2666,245000,1414000,NA,25.429,140970351,130170,-0.193643083,-0.00024307,0,NA,2.543120751
2004,Bangladesh,BGD,Asia,3934,1.433351034,high,40.6,14.654173,NA,0.199036334,67.187,55.25035294,3162.873858,35.61106091,NA,NA,2666,271000,1565000,NA,26.114,142902856,130170,-0.073352008,0.000995554,0,NA,-0.3881213
2005,Bangladesh,BGD,Asia,1048,-0.058810366,expected,44.23,14.62960052,33.2,0.241637326,67.299,55.21885007,3318.834163,35.20896761,24,NA,2666,208000,1767000,NA,26.809,144715786,130170,0.252079815,-0.000331907,1,3,1.433351034
2006,Bangladesh,BGD,Asia,2200,0.583771064,high,50.52510246,14.60502804,NA,1,67.241,55.18367364,3497.663923,34.86208725,NA,NA,2666,2.00E+05,1819000,NA,27.517,146405973,130170,0.432694605,-0.001063715,1,3,-0.058810366
2007,Bangladesh,BGD,Asia,466,-1.020422841,low,46.5,14.58045556,NA,1.8,66.714,55.14496823,3705.396533,34.54569525,NA,0.0295359,2666,289000,2327000,NA,28.237,147989278,130170,-0.093917677,0.001340395,0,NA,0.583771064
2008,Bangladesh,BGD,Asia,1153,-0.151324053,expected,54.26874542,14.55588308,NA,2.5,67.051,55.10287513,3893.509519,34.24424781,NA,0.0334506,2666,467000,875000,NA,28.968,149474264,130170,0.063738675,-0.000162839,0,NA,-1.020422841
2009,Bangladesh,BGD,Asia,474,-1.0765238,low,57.07751465,14.53130983,NA,3.1,67.403,55.05754576,4054.104554,33.87921699,NA,0.20991,2666,267000,2254000,NA,29.709,150873714,130170,0.589380434,-0.000587504,0,NA,-0.151324053
2010,Bangladesh,BGD,Asia,409,-1.284260606,low,55.26,14.50673734,32.1,3.7,68.638,55.00858639,4231.410195,33.38202312,18.2,0.272381,2666,139000,1913000,31.3,30.462,152201981,130170,0.631456704,-8.89E-05,0,NA,-1.0765238
2011,Bangladesh,BGD,Asia,1359,-0.181506193,expected,59.6,14.4991442,NA,4.5,68.809,54.95632277,4450.365399,32.82085446,NA,0.305031,2666,157000,2127000,NA,31.225,153591076,130170,-0.122078885,-5.81E-05,0,NA,-1.284260606
2012,Bangladesh,BGD,Asia,671,-1.022154835,low,65.54574585,14.49155105,NA,5,69.554,55.30369245,4682.006522,32.19532276,NA,0.387219,2666,160000,2273000,NA,31.993,155070101,130170,-0.041936546,-0.000836039,0,NA,-0.181506193
2013,Bangladesh,BGD,Asia,1749,-0.241916572,expected,61.5,14.4839579,NA,6.63,69.565,55.66687813,4901.064588,31.53205675,NA,0.974448,2666,104000,1460000,NA,32.762,156532141,130170,-0.059668848,-0.000811223,0,NA,-1.022154835
2014,Bangladesh,BGD,Asia,375,-1.995819087,low,62.4,14.47636475,NA,11.9,69.986,56.04547782,5133.756314,30.86886328,NA,1.95814,2666,134000,NA,NA,33.535,157964929,130170,0.085561127,-0.001455828,0,NA,-0.241916572
2015,Bangladesh,BGD,Asia,3162,-0.120465569,expected,74.00247192,14.46877161,NA,12.9,70.491,56.44019783,5405.386482,30.20124162,NA,3.06992,2666,126000,NA,NA,34.308,159383179,130170,0.084258408,0.000574707,0,NA,-1.995819087
2016,Bangladesh,BGD,Asia,6060,0.245731396,expected,75.92,14.46877161,32.4,18.1,71.09,56.85079903,5719.072433,29.52014387,13.5,4.09944,2666,182000,NA,20.5,35.083,160811932,130170,0.547110091,-8.90E-07,1,3,-0.120465569
2017,Bangladesh,BGD,Asia,2769,-0.85087278,low,88,14.46877161,NA,19.8,71.788,57.27760142,6020.264815,28.83162758,NA,4.50131,2666,237000,NA,NA,35.858,162186147,130170,0.203087023,0.001059785,1,3,0.245731396
2018,Bangladesh,BGD,Asia,10148,0.097010848,expected,86.9152832,14.46877161,NA,23.44,72.567,57.72074495,6386.31123,28.17087396,NA,4.92462,2666,267000,NA,NA,36.632,163523103,130170,-0.026287545,-0.00101766,0,NA,-0.85087278
2019,Bangladesh,BGD,Asia,104954,2.048822841,high,92.2,14.46877161,NA,27.76,72.806,58.18021327,6813.406186,27.55682401,NA,4.90289,2666,323000,NA,NA,37.405,164913055,130170,0.392772844,-0.00065067,0,NA,0.097010848
2020,Bangladesh,BGD,Asia,1405,-2.674850478,low,96.2,14.46877161,NA,32.87,71.968,58.65599777,6968.145542,26.98217867,NA,6.04506,2666,NA,NA,NA,38.177,166298024,130170,0.023290327,-9.97E-05,0,NA,2.048822841
2021,Bangladesh,BGD,Asia,26151,-0.204063157,expected,98.99102783,14.46877161,NA,38.91744466,NA,59.1298464,7366.489971,26.45298372,NA,6.64247,2666,NA,NA,NA,38.946,167658854,130170,0.471576542,-0.000763968,0,NA,-2.674850478
2022,Bangladesh,BGD,Asia,62408,0.177800541,expected,NA,NA,33.4,NA,NA,59.10929532,7805.153019,25.96915856,5,7.1702,NA,NA,NA,6.6,39.711,169384897,130170,0.42729951,-0.001391535,0,NA,-0.204063157
2023,Bangladesh,BGD,Asia,321138,1.312320532,high,NA,NA,NA,NA,NA,NA,8171.517091,25.52851889,NA,7.51447,NA,NA,NA,NA,40.473,171466990,NA,0.741802226,-0.00083723,0,NA,0.177800541
1990,Bahamas,BHS,Caribbean,2,2.064188916,high,100,50.93506494,NA,0,70.133,NA,33705.77041,31.79356359,NA,NA,1292,NA,NA,NA,79.838,275945,10010,0.09607892,-0.000330153,0,NA,NA
1991,Bahamas,BHS,Caribbean,0,-0.151007156,expected,100,50.93506494,NA,0,69.616,NA,31666.97363,31.55592585,NA,NA,1292,NA,NA,NA,80.067,280731,10010,0.028022973,4.75E-05,0,NA,2.064188916
1992,Bahamas,BHS,Caribbean,0,-0.408205413,expected,100,50.93506494,NA,0,70.668,NA,29816.65623,31.45874154,NA,NA,1292,NA,NA,NA,80.293,285927,10010,-0.379093758,-8.16E-05,0,NA,-0.151007156
1993,Bahamas,BHS,Caribbean,0,-1.586706777,low,100,50.93506494,NA,0,70.656,NA,29265.87229,31.4821916,NA,NA,1292,NA,NA,NA,80.518,291339,10010,-0.160887353,4.57E-05,0,NA,-0.408205413
1994,Bahamas,BHS,Caribbean,0,-2.221161056,low,100,50.93506494,NA,0,70.851,NA,29588.50119,31.4515649,NA,NA,1292,NA,NA,NA,80.74,296509,10010,0.163479535,0.000582501,0,NA,-1.586706777
1995,Bahamas,BHS,Caribbean,1,1.255707607,high,100,50.93506494,NA,0.960030721,70.763,NA,30311.1799,31.30670931,NA,NA,1292,3239000,NA,NA,80.961,301461,10010,-0.121056986,0.00027708,0,NA,-2.221161056
1996,Bahamas,BHS,Caribbean,0,-0.148645068,expected,100,50.93506494,NA,1.746950698,70.71,NA,31034.11169,31.10508063,NA,NA,1292,3416000,NA,NA,81.18,306268,10010,-0.610098473,0.000152058,0,NA,1.255707607
1997,Bahamas,BHS,Caribbean,0,-0.766064076,low,100,50.93506494,NA,1.362953903,71.054,NA,30902.91822,30.88172473,NA,NA,1292,3446000,NA,NA,81.396,310904,10010,0.084974813,0.000183337,0,NA,-0.148645068
1998,Bahamas,BHS,Caribbean,336,6.014102589,high,100,50.93506494,NA,2.33559071,71.456,NA,31824.24462,30.64429705,NA,NA,1292,3348000,NA,NA,81.611,315368,10010,0.247612206,-0.000408857,0,NA,-0.766064076
1999,Bahamas,BHS,Caribbean,0,-0.699592139,low,100,50.93506494,NA,3.764557822,71.771,NA,33578.89066,30.32395952,NA,NA,1292,3648000,NA,NA,81.824,319614,10010,-0.29340326,8.70E-05,0,NA,6.014102589
2000,Bahamas,BHS,Caribbean,0,-0.722652505,low,100,50.93506494,NA,8,72.041,NA,34461.63913,29.89271231,NA,NA,1292,4204000,NA,NA,82.007,323835,10010,-0.450497739,-0.000727635,0,NA,-0.699592139
2001,Bahamas,BHS,Caribbean,0,-0.687160908,low,100,50.93506494,NA,11.8,72.11,NA,34871.76925,29.44185228,NA,1.26252,1292,4183000,NA,NA,82.049,327836,10010,-0.231430324,-5.83E-05,0,NA,-0.722652505
2002,Bahamas,BHS,Caribbean,0,-0.789500433,low,100,50.93506494,NA,18,72.232,NA,35345.79686,29.06255052,NA,2.27373,1292,4406000,NA,NA,82.092,331614,10010,0.156323163,-0.000389663,0,NA,-0.687160908
2003,Bahamas,BHS,Caribbean,180,4.582634722,high,100,50.93506494,NA,20,72.402,NA,34435.9841,28.72576926,NA,3.25996,1292,4594000,NA,NA,82.134,335618,10010,0.171129592,-0.000188709,0,NA,-0.789500433
2004,Bahamas,BHS,Caribbean,1,-0.634769461,low,100,50.93506494,NA,22,72.478,NA,34274.1616,28.37422888,NA,3.768,1292,5004000,NA,NA,82.176,339782,10010,-0.324493519,-0.000603603,0,NA,4.582634722
2005,Bahamas,BHS,Caribbean,0,-1.778942727,low,100,50.93506494,NA,25,72.765,NA,34957.72433,28.02454831,NA,3.89132,1292,4779000,NA,NA,82.218,343894,10010,-0.216743581,0.000143249,0,NA,-0.634769461
2006,Bahamas,BHS,Caribbean,1,-1.080520697,low,100,50.93506494,NA,26,72.855,NA,35343.59791,27.69530248,NA,4.7624,1292,4731000,NA,NA,82.26,348375,10010,-0.211310657,7.57E-05,0,NA,-1.778942727
2007,Bahamas,BHS,Caribbean,0,-1.87799747,low,100,50.93506494,NA,27,72.678,NA,35353.26954,27.3597052,NA,5.80188,1292,4601000,NA,NA,82.302,353334,10010,0.063379494,0.000800476,0,NA,-1.080520697
2008,Bahamas,BHS,Caribbean,1,-1.184145657,low,100,50.93506494,NA,31.54,72.667,NA,34043.59224,27.04419851,NA,7.12052,1292,4394000,NA,NA,82.343,358120,10010,-0.037376992,-0.000367036,0,NA,-1.87799747
2009,Bahamas,BHS,Caribbean,1,-1.471138967,low,100,50.93506494,NA,33.88,72.579,NA,32155.73783,26.80879158,NA,8.70676,1292,4645000,NA,NA,82.385,362810,10010,-0.186050049,-0.00035697,0,NA,-1.184145657
2010,Bahamas,BHS,Caribbean,10,0.211711081,expected,100,50.93506494,NA,43,72.731,NA,32194.34441,26.39844403,NA,6.72204,1292,5255000,NA,NA,82.427,367478,10010,-0.520519686,9.93E-05,0,NA,-1.471138967
2011,Bahamas,BHS,Caribbean,6997,6.459228181,high,100,50.93506494,NA,65,72.564,NA,31990.82833,25.76716497,NA,4.16863,1292,5588000,NA,NA,82.476,371729,10010,-0.011745723,-3.86E-05,0,NA,0.211711081
2012,Bahamas,BHS,Caribbean,3,-1.37034287,low,100,50.93506494,NA,71.74820281,72.753,NA,32595.33963,25.15737016,NA,20.7554,1292,5940000,NA,NA,82.532,375469,10010,-0.198993953,0.000476379,0,NA,6.459228181
2013,Bahamas,BHS,Caribbean,3,-1.396497252,low,100,50.93506494,NA,72,73.024,NA,31367.37578,24.51238169,NA,19.129,1292,6151000,NA,NA,82.596,378953,10010,0.042031813,-0.000173572,0,NA,-1.37034287
2014,Bahamas,BHS,Caribbean,146,2.071364689,high,100,50.93506494,NA,76.92,73.366,NA,31661.03046,23.87306588,NA,20.1853,1292,6320000,NA,NA,82.668,382298,10010,0.28609074,-0.000213582,0,NA,-1.396497252
2015,Bahamas,BHS,Caribbean,10,-0.668859765,low,100,50.93506494,NA,78,73.104,NA,31686.2415,23.27440333,NA,21.0247,1292,6112000,NA,NA,82.746,385346,10010,0.581975667,-0.000214264,0,NA,2.071364689
2016,Bahamas,BHS,Caribbean,82,1.353395473,high,100,50.93506494,NA,80,73.537,NA,31121.58511,22.64578832,NA,21.9371,1292,6265000,NA,NA,82.832,388055,10010,0.36104207,-8.28E-05,0,NA,-0.668859765
2017,Bahamas,BHS,Caribbean,14,-0.444937611,expected,100,50.93506494,NA,80.6,73.632,NA,31748.77622,22.00503734,NA,22.2462,1292,6136000,NA,NA,82.925,390485,10010,0.275355069,9.87E-05,0,NA,1.353395473
2018,Bahamas,BHS,Caribbean,10,-0.799900164,low,100,50.93506494,NA,83,73.806,NA,32349.75733,21.37026896,NA,20.6785,1292,6622000,NA,NA,83.025,392717,10010,0.227384615,8.65E-06,0,NA,-0.444937611
2019,Bahamas,BHS,Caribbean,27,0.16939611,expected,100,50.93506494,NA,90.69327663,71.205,NA,31701.5795,20.74899211,NA,20.8513,1292,7250000,NA,NA,83.132,394675,10010,0.644580571,0.000374606,0,NA,-0.799900164
2020,Bahamas,BHS,Caribbean,3,-1.770197314,low,100,50.93506494,NA,92.4760204,72.677,NA,24792.70652,20.16648154,NA,20.9668,1292,1794500,NA,NA,83.245,395863,10010,0.620319732,0.000452985,0,NA,0.16939611
2021,Bahamas,BHS,Caribbean,NA,-0.725623317,low,100,50.93506494,NA,94.29380729,NA,NA,28510.90949,19.62255964,NA,20.7423,1292,NA,NA,NA,83.365,396373,10010,0.410409021,-0.000759892,0,NA,-1.770197314
2022,Bahamas,BHS,Caribbean,NA,-0.764317789,low,NA,NA,NA,NA,NA,NA,31424.87145,19.06269513,NA,21.1356,NA,NA,NA,NA,83.492,397538,10010,0.518583981,-3.67E-05,0,NA,-0.725623317
2023,Bahamas,BHS,Caribbean,243,1.940918557,high,NA,NA,NA,NA,NA,NA,32047.90427,18.48925231,NA,23.8163,NA,NA,NA,NA,83.625,399440,NA,0.859883992,0.000298189,0,NA,-0.764317789
1990,Belize,BLZ,Central America,2,1.195954192,high,NA,70.1459886,NA,0,70.744,NA,8240.405474,44.14410467,NA,NA,1705,NA,NA,NA,47.465,183076,22810,-0.530703126,0.000669036,0,NA,NA
1991,Belize,BLZ,Central America,0,-0.882064062,low,67,69.52902236,NA,0,70.248,NA,9019.696528,43.97100742,NA,NA,1705,NA,NA,NA,47.271,187040,22810,-0.279936054,-0.000384876,0,NA,1.195954192
1992,Belize,BLZ,Central America,0,-1.220939954,low,72.22491455,68.91205612,NA,0,69.979,NA,9963.438153,43.7765207,NA,NA,1705,NA,NA,NA,47.059,190983,22810,-0.559826432,-3.53E-05,0,NA,-0.882064062
1993,Belize,BLZ,Central America,0,-0.7092312,low,73.12332916,68.29508987,60.3,0,69.988,NA,10363.78469,43.49419214,13.5,NA,1705,NA,NA,NA,46.848,194902,22810,-0.467933713,0.000362864,0,NA,-1.220939954
1994,Belize,BLZ,Central America,0,-0.531007247,low,74.02038574,67.67812363,60.9,0,70.316,NA,10140.34353,43.14017015,14.8,NA,1705,NA,NA,NA,46.637,199097,22810,-0.220024485,-0.000941014,0,NA,-0.7092312
1995,Belize,BLZ,Central America,107,4.073396665,high,74.91539764,67.06115739,NA,0.04539718,69.887,NA,9956.598685,42.69600823,NA,NA,1705,342000,NA,NA,46.425,204146,22810,0.013258399,1.19E-05,0,NA,-0.531007247
1996,Belize,BLZ,Central America,0,-1.333275514,low,75.80769348,66.44419114,56.6,0.882807327,69.806,NA,9765.187412,42.1655972,18.2,NA,1705,349000,NA,NA,46.214,210310,22810,-0.646872102,0.000231907,0,NA,4.073396665
1997,Belize,BLZ,Central America,141,3.767170085,high,76.69658661,65.8272249,60.4,1.288582302,69.212,NA,9837.551154,41.58495189,20.9,NA,1705,305000,NA,NA,46.003,217446,22810,0.028328996,-1.34E-05,0,NA,-1.333275514
1998,Belize,BLZ,Central America,7,0.514520292,high,77.58140564,65.21025866,54.9,2.091516391,68.599,NA,9866.525398,41.00339251,20.7,NA,1705,3.00E+05,NA,NA,45.793,225173,22810,0.233794313,0.000348244,0,NA,3.767170085
1999,Belize,BLZ,Central America,3,-0.459443293,expected,78.46138,64.59329242,53.3,4.076740564,68.773,NA,10433.22612,40.44583182,19.6,NA,1705,340000,NA,NA,45.582,233059,22810,-0.73214505,0.000385431,0,NA,0.514520292
2000,Belize,BLZ,Central America,4,-0.415507102,expected,79,63.97632617,NA,5.963835303,68.564,NA,11336.56074,39.92787202,NA,NA,1705,374000,NA,NA,45.398,240799,22810,-0.84730933,8.51E-05,0,NA,-0.459443293
2001,Belize,BLZ,Central America,3,-0.885240178,low,80.23301697,63.67860587,NA,NA,68.357,NA,11533.53752,39.48778615,NA,NA,1705,385000,NA,NA,45.381,248379,22810,-0.524958828,-0.00031651,0,NA,-0.415507102
2002,Belize,BLZ,Central America,41,1.388477954,high,81.03787231,63.38088558,NA,5.684251214,68.752,NA,11781.7058,39.1146816,NA,NA,1705,694000,NA,NA,45.364,256009,22810,-0.115239043,-0.000477674,0,NA,-0.885240178
2003,Belize,BLZ,Central America,0,-2.529140022,low,81.84118652,63.08316528,NA,NA,68.909,NA,12528.36458,38.75180873,NA,0.356358,1705,999000,NA,NA,45.347,263780,22810,0.038789373,-0.000572511,0,NA,1.388477954
2004,Belize,BLZ,Central America,2,-1.907069486,low,82.64996338,62.78544498,NA,9.8,69.227,NA,12735.11712,38.38866565,NA,1.04053,1705,1329000,NA,NA,45.33,271688,22810,-0.024541754,-0.000474121,0,NA,-2.529140022
